股票代码,公司简称,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,原文长度,情感分数,真实性（虚假1真实0）,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2,标题中性分数 (t-4)_x,标题积极分数 (t-4)_x,标题消极分数 (t-4)_x,评论中性分数 (t-4)_x,评论积极分数 (t-4)_x,评论消极分数 (t-4)_x,标题中性分数 (t-3)_x,标题积极分数 (t-3)_x,标题消极分数 (t-3)_x,评论中性分数 (t-3)_x,评论积极分数 (t-3)_x,评论消极分数 (t-3)_x,标题中性分数 (t-2)_x,标题积极分数 (t-2)_x,标题消极分数 (t-2)_x,评论中性分数 (t-2)_x,评论积极分数 (t-2)_x,评论消极分数 (t-2)_x,标题中性分数 (t-1)_x,标题积极分数 (t-1)_x,标题消极分数 (t-1)_x,评论中性分数 (t-1)_x,评论积极分数 (t-1)_x,评论消极分数 (t-1)_x,标题中性分数 (t+0)_x,标题积极分数 (t+0)_x,标题消极分数 (t+0)_x,评论中性分数 (t+0)_x,评论积极分数 (t+0)_x,评论消极分数 (t+0)_x,标题中性分数 (t+1)_x,标题积极分数 (t+1)_x,标题消极分数 (t+1)_x,评论中性分数 (t+1)_x,评论积极分数 (t+1)_x,评论消极分数 (t+1)_x,标题中性分数 (t+2)_x,标题积极分数 (t+2)_x,标题消极分数 (t+2)_x,评论中性分数 (t+2)_x,评论积极分数 (t+2)_x,评论消极分数 (t+2)_x,标题中性分数 (t+3)_x,标题积极分数 (t+3)_x,标题消极分数 (t+3)_x,评论中性分数 (t+3)_x,评论积极分数 (t+3)_x,评论消极分数 (t+3)_x,标题中性分数 (t-4)_y,标题积极分数 (t-4)_y,标题消极分数 (t-4)_y,评论中性分数 (t-4)_y,评论积极分数 (t-4)_y,评论消极分数 (t-4)_y,标题中性分数 (t-3)_y,标题积极分数 (t-3)_y,标题消极分数 (t-3)_y,评论中性分数 (t-3)_y,评论积极分数 (t-3)_y,评论消极分数 (t-3)_y,标题中性分数 (t-2)_y,标题积极分数 (t-2)_y,标题消极分数 (t-2)_y,评论中性分数 (t-2)_y,评论积极分数 (t-2)_y,评论消极分数 (t-2)_y,标题中性分数 (t-1)_y,标题积极分数 (t-1)_y,标题消极分数 (t-1)_y,评论中性分数 (t-1)_y,评论积极分数 (t-1)_y,评论消极分数 (t-1)_y,标题中性分数 (t+0)_y,标题积极分数 (t+0)_y,标题消极分数 (t+0)_y,评论中性分数 (t+0)_y,评论积极分数 (t+0)_y,评论消极分数 (t+0)_y,标题中性分数 (t+1)_y,标题积极分数 (t+1)_y,标题消极分数 (t+1)_y,评论中性分数 (t+1)_y,评论积极分数 (t+1)_y,评论消极分数 (t+1)_y,标题中性分数 (t+2)_y,标题积极分数 (t+2)_y,标题消极分数 (t+2)_y,评论中性分数 (t+2)_y,评论积极分数 (t+2)_y,评论消极分数 (t+2)_y,标题中性分数 (t+3)_y,标题积极分数 (t+3)_y,标题消极分数 (t+3)_y,评论中性分数 (t+3)_y,评论积极分数 (t+3)_y,评论消极分数 (t+3)_y
000958,东方能源,,,2017/5/25,中国证券报,556,29,0,2.8701,2.4753,3.0098,0.4687,0.4279,180.9272,0.3918,0.3918,63.1424,84.1411,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9991282522678375,0,0,0.9296624958515167,0,0,0.9997825622558594,0,0,0.9999094009399414,0,0,0,0.4998559057712555,0.49959203600883484,0.4999154806137085,0,0.49959203600883484,0.49994465708732605,0.4998582899570465,0,0.49994465708732605,0.49987050890922546,0,0.6342844111578805,0.14280493344579423,0.21327661190714156,0.7443292183535439,0.052479607718331475,0.14237438355173385,0.747380081747399,0.13040274381637573,0.1062340648447881,0.7308659690325378,0.12915893656308533,0.12451019150311829,0.7196030718524281,0.14262125695624003,0.11872790935562878,0.7019590212077629,0.14140200324174834,0.13742054671776005,0.8329383929570516,0.11108305056889851,0.05549403362803989,0.8332472973399692,0.05554278360472785,0.11089830597241719
002130,沃尔核材,,,2017/5/25,上海证券报,2292,11,1,5.1612,4.8009,7.0103,0.8691,0.6819,125.317,0.4451,0.4451,55.2854,67.6171,10,0.7767256299654642,0,0.15058759848276773,0.7767256299654642,0,0.15058759848276773,0.9998651742935181,0,0,0.9998651742935181,0,0,0.792070734500885,0,0.19776405096054078,0.9971069693565369,0,0,0.9999002814292908,0,0,0.9998738765716553,0,0,0.9998955428600311,0,0,0.8749174326658249,0,0.06359624117612839,0.9984839916229248,0,0,0.7998755097389221,0,0.19784576892852784,0.8747004196047783,0,0.12164964526891708,0.7496850043535233,0,0.2497643455862999,0.5998608469963074,0,0.3998254418373108,0.5999101519584655,0,0.3998254418373108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600463,空港股份,,,2017/5/25,上海证券报,262,9.2,1,1.3955,1.3985,0.7088,1.2301,0.4941,102.6241,0.5512,0.5512,49.4518,41.6734,8,0.9999102354049683,0,0,0.9999102354049683,0,0,0.6665619015693665,0,0.33317816257476807,0.6665619015693665,0,0.33317816257476807,0.9998337229092916,0,0,0.666604240735372,0,0.281214972337087,0.49967193603515625,0,0.49893495440483093,0.49967193603515625,0,0.49893495440483093,0.7626199903232711,0.10696175588028771,0.12490385451487132,0.7283302013363157,0.11683094395058495,0.14187567893947875,0.8401932833772717,0.045355153806281814,0.10006792798186794,0.8176917189901526,0.060520272363315926,0.10006792798186794,0.9999054670333862,0,0,0.9999136924743652,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000732,泰禾集团,,,2017/5/26,其他,641,2,0,"2.27
",,"12.52
","2.03
","0.41
",,"0.15
",,"87.83
","14.47
",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9971029758453369,0,0,0.9999083280563354,0,0,0,0,0.9996192455291748,0,0,0.9996192455291748,0.49995267391204834,0,0.4997893273830414,0.4999389052391052,0,0.4997893273830414,0.9998884797096252,0,0,0.9988308846950531,0,0,0.9999133348464966,0,0,0.9999051094055176,0,0,0.9998952150344849,0,0,0.9999088048934937,0,0,0.7499101758003235,0,0.24962449073791504,0.7499101758003235,0,0.24962449073791504,0.9994533658027649,0,0,0.9994533658027649,0,0
300388,国祯环保,,,2017/5/26,中国证券报,156,2,0,5.6605,4.7232,7.9365,0.9825,0.851,306.7743,0.3889,0.3889,72.6086,65.664,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999077320098877,0,0,0.9999077320098877,0,0,0.9998955726623535,0,0,0.9999086856842041,0,0,0.5400633811950684,0,0,0.9517139196395874,0,0,0,0.9997715353965759,0,0,0.9997715353965759,0,0.732338527838389,0.13327281872431437,0.13328094879786173,0.7989912827809652,0.06664200623830159,0.1332803726196289,0.4999476671218872,0.49352869391441345,0,0.4999396800994873,0.49352869391441345,0,0.8183622360229492,0,0,0,0,0.9914178848266602,0.7473694607615471,0.1889972910284996,0,0.9173916354775429,0,0
002226,江南化工,,,2017/5/26,证券市场周刊,5444,14.52,1,3.4953,3.493,10.1473,2.3455,2.223,29.7413,0.3228,0.3228,20.6544,57.7335,10,0.9216978073120117,0,0,0.9217049360275269,0,0,0.5554953946007622,0.10905485683017307,0.3329944676823086,0.66657022635142,0,0.2922758460044861,0.8173699378967285,0,0.18174547498876398,0.8179430961608887,0,0.18174547498876398,0.8686704498070937,0.07690499837581928,0,0.8685023005192096,0.07690499837581928,0,0.8332416415214539,0,0.16660200556119284,0.8332447210947672,0,0.16660200556119284,0.9923525154590607,0,0,0.9923640787601471,0,0,0,0.9951140880584717,0,0,0.9951140880584717,0,0.916232148806254,0.08274708191553752,0,0.8331618557373682,0,0.14636353154977164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002239,奥特佳,,,2017/5/26,证券日报,2119,-8.08,1,4.9681,4.8754,7.4522,1.4829,1.1216,66.8804,0.6099,0.6099,40.0609,49.2715,-8,0.6666015386581421,0,0.3331030209859212,0.6665974060694376,0,0.3331030209859212,0.9998950163523356,0,0,0.9998936255772909,0,0,0.9998666048049927,0,0,0.9998666048049927,0,0,0.4999544620513916,0,0.49980106949806213,0.4999544620513916,0,0.49977704882621765,0,0.9997711777687073,0,0,0.9997711777687073,0,0.9999055862426758,0,0,0.9999055862426758,0,0,0.966426819562912,0,0,0.46658143401145935,0,0.4997861683368683,0.666606585184733,0.3332449396451314,0,0.9999107917149862,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300072,三聚环保,,,2017/5/26,证券市场周刊,12998,56.68168,1,15.6863,13.5502,12.5894,2.0172,1.8383,169.576,1.0229,1.0229,58.6404,16.2184,64,,,,,,,0,0.9995373487472534,0,0.8718935251235962,0,0,0,0,0.9967023730278015,0,0,0.9967023730278015,0.49994736909866333,0.48112985491752625,0,0.4999527931213379,0.48112985491752625,0,0.8730573994772775,0.07139479120572408,0.04753320983478001,0.9222041325909751,0.06571359293801445,0,0.7787513044691577,0.0679682560802735,0.13909597925304137,0.7791974218850283,0.06658821929361403,0.13010288943949433,0.9999120235443115,0,0,0.9999126195907593,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000650,仁和药业,,,2017/5/30,新浪财经,161,0.5,1,13.7981,13.2973,14.825,3.4909,2.8234,23.0991,0.9571,0.9571,16.6758,42.7867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600778,友好集团,,,2017/6/2,证券时报,189,-2,0,-6.3231,-6.7718,-6.9903,0.3575,0.216,619.1272,1.0471,1.0471,85.8974,75.5759,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999135732650757,0,0,0.9999135732650757,0,0,0.9999134540557861,0,0,0.9911161661148071,0,0,0.9999052286148071,0,0,0.9999052286148071,0,0,0.49995601177215576,0.49976634979248047,0,0.999912440776825,0,0,0.7999108076095581,0,0.19992092847824097,0.7999254941940308,0,0.19992092847824097,0,0,0.5555933117866516,0,0,0.5555933117866516,0.9998927116394043,0,0,0.9999074935913086,0,0,0.9999121427536011,0,0,0.9999079704284668,0,0
002733,雄韬股份,,,2017/6/2,上海证券报,571,13.2384,0,1.9034,1.8166,1.7714,2.0296,1.6324,61.3923,0.7901,0.7901,37.9041,26.4004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600654,*ST中安,,,2017/6/2,界面新闻,3948,-21.644,1,-5.2926,-5.6687,-26.9222,0.9244,0.5738,326.5887,0.2997,0.2997,76.5582,49.9641,-21,0.9999139904975891,0,0,0.999911904335022,0,0,0.6661306619644165,0,0,0,0.6574933528900146,0,0.5713602730206081,0,0.3762139252253941,0.571370107786996,0,0.36212962014334543,0.9999094406763712,0,0,0.9997427463531494,0,0,0.7499247789382935,0.24994231760501862,0,0.7499247789382935,0.2499220371246338,0,0.8869386258579436,0,0.09442037911642165,0.8913356264432272,0,0.09500366449356079,0.8561179408660302,0.030704810986152062,0.1000030150780311,0.9059486820147588,0.015379592088552621,0.05951233643751878,0.746039621035258,0.09877341588338216,0.1253726899623871,0.7622466425100962,0.06663873394330343,0.15868622660636902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603599,广信股份,,,2017/6/3,中国经营报,2747,-6,1,8.0966,6.5405,16.332,2.9036,2.4527,33.0381,0.5288,0.5288,24.8336,33.3144,-7,0.9998973608016968,0,0,0.9999127388000488,0,0,0.3332994778951009,0.3332584500312805,0.3318329056104024,0.6665807167689005,0.3332582513491313,0,0.7499298602342606,0.12491733580827713,0.12493260949850082,0.8697894737124443,0,0.12493260949850082,0.9999120235443115,0,0,0.9999120235443115,0,0,0.9999077320098877,0,0,0.7499178647994995,0.24992741644382477,0,0.9985684156417847,0,0,0.999914288520813,0,0,0.9998525381088257,0,0,0.9999135732650757,0,0,0.49995195865631104,0.49986109137535095,0,0.9980690181255341,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600340,华夏幸福,,,2017/6/6,证券日报,629,21.7,0,4.3939,3.6576,21.5942,1.528,0.5204,821.7603,0.1906,0.1906,81.1016,7.2841,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601669,中国电建,,,2017/6/6,中国证券报,750,7.35999999999999,0,3.0194,2.8211,4.0425,1.0184,0.603,580.0843,0.4958,0.4958,79.3794,49.6735,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999072551727295,0,0,0,0,0.9496396780014038,0.9995710998773575,0,0,0.9995710998773575,0,0,0.9999077717463175,0,0,0.9999054272969564,0,0,0.8695259168744087,0,0.12434978783130646,0.872623898088932,0,0.12434978783130646,0.8749110549688339,0,0.08248138427734375,0.749918520450592,0,0.20742331445217133,0.812309954315424,0.12495517358183861,0.06246088817715645,0.8121995367109776,0.062303099781274796,0.12437877804040909,0.999890132745107,0,0,0.9331782221794128,0.06181259950002035,0,0.7498463653028011,0.24962278455495834,0,0.7498477883636951,0.2496097907423973,0
601113,华鼎股份,,,2017/6/6,证券市场周刊,3472,18.984,1,3.0518,2.9318,4.4531,1.6475,1.4235,68.578,0.6128,0.6128,39.9814,42.6732,17,0.9999138116836548,0,0,0.9999138116836548,0,0,0.6666078170140585,0,0.33317021528879803,0.9997734626134237,0,0,0,0.9994348883628845,0,0.999913215637207,0,0,0.9999128580093384,0,0,0.9999040365219116,0,0,0.49994975328445435,0.498550683259964,0,0.49991145730018616,0.498550683259964,0,0.9998773336410522,0,0,0.9996975660324097,0,0,0.6666054328282675,0.33312729994455975,0,0.6666025718053182,0,0.33320502440134686,0.9998093247413635,0,0,0.9998093247413635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300223,北京君正,,,2017/6/7,中国证券报,220,7.5,0,0.5333,0.5283,3.6433,49.6307,43.5101,2.8389,0.161,0.161,2.7605,26.1836,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49773696064949036,0.499796599149704,0.9756878018379211,0,0,0.9742225110530853,0,0,0.7242456674575806,0,0.24989493191242218,0.8748697862029076,0.12490823119878769,0,0.749879278242588,0.24980131536722183,0,0.49993637949228287,0.3512103632092476,0.0751773864030838,0.6952015236020088,0.12493262439966202,0.12493301182985306,0.4999440610408783,0.19976891279220582,0.29308225512504577,0.5987644195556641,0.19976891279220582,0.1931263566017151,0.8223098586587345,0.05878086300457225,0.11749520371941959,0.7053102219805998,0.17632147845099955,0.10327265543096206,0.8500945717096329,0.12496796995401382,0,0.8500959575176239,0.12496796995401382,0,0.6519769231478373,0,0.33320478598276776,0.9852395455042521,0,0
300262,巴安水务,,,2017/6/7,证券日报,3534,-94.39629344,1,5.7831,5.2145,18.0854,1.7636,1.2766,106.7684,0.2275,0.2275,51.4787,50.8539,-4,,,,,,,,,,,,,,,,,,,,,,,,,0.6661583185195923,0.2220498588350084,0.09989388121498956,0.7768717341952853,0.11108540826373631,0.09989388121498956,0.9194632631081802,0,0.07687386641135582,0.9193502985514127,0.07690026668401864,0,0.7590570862476642,0.15324214330086341,0.07686560429059543,0.7691330130283649,0,0.1972596920453585,0.9984379212061564,0,0,0.33329729239145917,0.3332460920015971,0.3331124186515808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002647,民盛金科,,,2017/6/7,每日经济新闻,2938,21.475,1,-5.0138,-4.4917,-20.2747,1.2889,1.2889,265.8129,0.3737,0.3737,72.4509,48.0544,23,0.9999104738235474,0,0,0.9999114274978638,0,0,0.999902606010437,0,0,0.9999057054519653,0,0,0.665657639503479,0.3332560062408447,0,0.665647049744924,0.1666293442249298,0.16660322745641074,0.7142191273825509,0.14265842948641097,0.1428007994379316,0.7142185483660016,0.14265842948641097,0.1428007994379316,0.6247112229466438,0,0.35582996904850006,0.7496996745467186,0,0.249878391623497,0.9999092817306519,0,0,0.9999094009399414,0,0,0.6249306872487068,0.12494709342718124,0.2399941235780716,0.9862980544567108,0,0,0.9999059438705444,0,0,0.9998794794082642,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000625,长安汽车,,,2017/6/9,上海证券报,132,9,0,6.2261,6.2374,8.9382,1.1493,1.0639,123.2427,0.7526,0.7526,55.2762,40.8654,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9996851682662964,0,0.9999116659164429,0,0,0.7491820901632309,0,0.24990276992321014,0.9230009466409683,0,0,0.8332515358924866,0,0.16659632325172424,0.6666014591852824,0,0.33264265457789105,0.6362169276584279,0.2241476449099454,0.13618698445233432,0.8151623091914437,0.13548966971310702,0.04531489989974282,0.5432296262847053,0.27761541803677875,0.1640954679912991,0.4987902210818397,0.3192666172981262,0.16406401329570347,0.7271672649817034,0.27262036908756604,0,0.8092197504910555,0.18170461871407248,0,0.5873884677886962,0.19749622146288554,0.1999043087164561,0.7821970442930858,0.05517284075419108,0.1332121431827545,0.6445242881774902,0.21336897015571593,0.12463871389627457,0.7975819632411003,0.14985141158103943,0.04997224658727646
000558,莱茵体育,,,2017/6/10,其他,334,3,1,4.7106,4.704,6.052,1.2518,0.831,88.1501,0.5196,0.5196,45.7423,65.8519,2,0.9997960925102234,0,0,0.9998908042907715,0,0,0.49985507130622864,0,0.49980735778808594,0.49985507130622864,0,0.49980735778808594,0.9999045530954996,0,0,0.9998089472452799,0,0,0.9929720759391785,0,0,0.9929717183113098,0,0,0.4999369978904724,0,0.49979665875434875,0.4999369978904724,0,0.49979665875434875,0,0,0.9982690811157227,0,0,0.9982690811157227,0.8779958751466539,0.05552311738332113,0.04656605919202169,0.9330641163720025,0,0.04656605919202169,0.7027786701497897,0.06590017970179168,0.2242450823246593,0.7214194250778413,0.06975038538516408,0.19625869183473185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300152,科融环境,,,2017/6/13,上海证券报,253,6.8,0,0.7477,0.7229,1.0236,1.0303,0.8714,151.9393,0.2237,0.2237,59.3508,49.438,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300116,坚瑞沃能,,,2017/6/13,其他,6157,61.5,1,-13.154,-11.2327,-37.6493,0.9694,0.7023,614.7396,0.3831,0.3831,86.1357,26.6063,62,,,,,,,0.9999017715454102,0,0,0.9999017715454102,0,0,0.9998916387557983,0,0,0.9998916387557983,0,0,0.9998167157173157,0,0,0.9999088048934937,0,0,0.633775385943326,0.08538364551284096,0.2574456821788441,0.7717109485106035,0.04107241332530975,0.17963424054059116,0.8546683120005059,0.06804734468460083,0.05876357356707255,0.8715157373384996,0.07515727931802924,0.04538341543891213,0.8233716211667875,0.08543253381077837,0.07276720680841585,0.9235780151878915,0,0.07308857760778288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002579,中京电子,,,2017/6/14,中国证券报,703,18,0,2.1848,2.1225,3.2915,1.1639,0.8509,69.2181,0.6672,0.6672,40.9047,53.4697,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998946189880371,0,0,0.9999117851257324,0,0,0,0,0.9991523027420044,0,0,0.9991523027420044,0.49995370705922443,0.16660105188687643,0.33168816566467285,0.8331798017024994,0,0.16659135619799295,0.9159839153289795,0,0.08329801261425018,0.9159839153289795,0,0.08329801261425018,0.7681269737390372,0.07663614933307354,0.15370436356617853,0.7681702971458435,0.0768928206883944,0.15349883758104765,0.8329159398873647,0.13328165809313455,0.028919438521067303,0.7512546102205913,0.1664159119129181,0.06223936279614766,0.5461684946090944,0.1924449993718055,0.2161458384606146,0.6299543073100429,0.16021905022282754,0.1533042230913716,0.6759404540061951,0.1999459981918335,0.0952534556388855,0.5998164772987366,0.19995176792144775,0.1984626829624176
300262,巴安水务,,,2017/6/15,上海证券报,571,15.28,0,5.7831,5.2145,18.0854,1.7636,1.2766,106.7684,0.2275,0.2275,51.4787,50.8539,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999129772186279,0,0,0.9999129772186279,0,0,0.9999125003814697,0,0,0.9998958110809326,0,0,0.7910858392715454,0.0745236227909724,0.08309020102024078,0.8720227728287379,0.08331112563610077,0,0.7271918437697671,0.08862680196762085,0.1600866371935064,0.8181060552597046,0,0.14203997091813522,0.999906063079834,0,0,0.9999116659164429,0,0,0.999845286210378,0,0,0.9999061822891235,0,0
002075,沙钢股份,,,2017/6/15,澎湃新闻,1862,13.5,1,21.4257,19.41,15.2813,1.6006,1.1155,103.5042,1.4192,1.4192,36.3175,44.2188,13,0.9998863935470581,0,0,0.9968070983886719,0,0,0.9999135732650757,0,0,0.9999135732650757,0,0,0.7999115347862243,0.1940156936645508,0,0.9998846173286438,0,0,0.7776940398746066,0.1051928268538581,0.11102575725979275,0.6609870658980476,0.21627840730879042,0.09536916679806179,0.785326115463091,0,0.17078183526578156,0.8360332561575848,0.025758668132450268,0.08676578687584918,0.8458980826231149,0.076900642651778,0.07160069850774911,0.6152555804986221,0.23063645913050726,0.15185812344917884,0.7658041302974408,0.1537920878483699,0.0768927473288316,0.841619413632613,0.07666738216693585,0.0768927473288316,0.7860686402571829,0.09062528296520836,0.1050838545749062,0.7186219598117628,0.05261926588259245,0.20543793941798963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603993,洛阳钼业,,,2017/6/15,新浪财经,360,4,1,6.3443,6.0229,22.2676,2.8918,2.4693,136.09,0.26,0.26,53.076,60.088,4,0,0,0.9996076226234436,0,0,0.9996076226234436,0.9999065399169922,0,0,0.9999065399169922,0,0,0.9998832941055298,0,0,0.49992871284484863,0.4998818337917328,0,0.6997460722923279,0,0.29970340728759765,0.7998719096183777,0.09989420771598816,0.09995371103286743,0.731821630682264,0.1397415811107272,0.11874915304638091,0.7794417341550192,0.13974103331565857,0.07115531961123149,0.8297701524363623,0.022174036502838133,0.13989133768611484,0.8383295562532213,0.055385053157806396,0.09218296474880643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000612,焦作万方,,,2017/6/20,中国证券报,270,-6,0,3.8267,3.7799,1.4069,0.5432,0.23,58.4844,0.6804,0.6804,36.9023,81.2805,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4999486804008484,0.4981616735458374,0,0.999902606010437,0,0,0.9998131394386292,0,0,0.9999128580093384,0,0,0.6665656963984171,0.33323176701863605,0,0.9998746713002523,0,0,0.9998981555302938,0,0,0.9983604749043783,0,0,0.7142196723393032,0.1428149172237941,0.1428003055708749,0.42852788312094553,0.38040142399924143,0.1428003055708749,0.9962166994810104,0,0,0.9877205342054367,0,0,0.9554701579941643,0,0,0.7333773705694411,0.10923928022384644,0.11106441418329875,0.7499045953154564,0.12485164403915405,0.09832561016082764,0.8749106526374817,0.12485164403915405,0
600848,上海临港,,,2017/6/20,澎湃新闻,1563,15.4999999999999,1,5.4298,4.9358,26.8478,2.1703,0.6474,86.6773,0.1738,0.1738,43.0084,25.709,16,0.7962433934211731,0.19995216131210328,0,0.5999351263046264,0,0.39647799730300903,0.9993756115436554,0,0,0.9999093413352966,0,0,0.9999054670333862,0,0,0.9998729228973389,0,0,0.9927704483270645,0,0,0.9977173954248428,0,0,0.7478642326134902,0.12131818441244271,0.07680447284991924,0.8248247504234314,0.15188550490599412,0,0.6249390542507172,0.12484025210142136,0.2495746612548828,0.7499133199453354,0.12484025210142136,0.12491407990455627,0.8032522522486173,0.11487688468052791,0.0717046449963863,0.8724530952481123,0.0846875011920929,0.038415088676489316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300197,铁汉生态,,,2017/6/21,网易财经,142,4,0,7.4034,5.7881,10.7472,1.2159,0.633,230.7192,0.516,0.516,68.682,41.25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.9973646998405457,0,0,0.9973646998405457,0.9999018907546997,0,0,0.9964386224746704,0,0,0.9998823404312134,0,0,0.9996829032897949,0,0,0.9999136924743652,0,0,0.9999136924743652,0,0,0.9998644590377808,0,0,0.9998644590377808,0,0,0.9998795986175537,0,0,0.9998795986175537,0,0,0.49994367361068726,0,0.49966731667518616,0.9970863461494446,0,0,0.6664067308108012,0.16517985860506693,0.16657971342404684,0.9357691605885824,0,0
600158,中体产业,,,2017/6/21,中国证券报,1083,21,0,2.1381,2.0732,7.0633,1.8796,0.6236,118.5613,0.2922,0.2922,50.1245,11.1672,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999129772186279,0,0,0.9999129772186279,0,0,0.9999099969863892,0,0,0.999911904335022,0,0,0.9999115467071533,0,0,0.9999094009399414,0,0,0,0,0.7264467477798462,0,0,0.7264467477798462,0.7847481803460554,0.10787550969557329,0.08452191316720212,0.813004038550637,0.10787550969557329,0.06058225487217759,0.7848293288000698,0.0769750707108399,0.11036940124528162,0.7743445223775404,0.059750320068721115,0.14101564473119274,,,,,,,,,,,,
603599,广信股份,,,2017/6/21,华夏时报,2021,-21.34,1,8.0966,6.5405,16.332,2.9036,2.4527,33.0381,0.5288,0.5288,24.8336,33.3144,-21,0.9998525381088257,0,0,0.9999135732650757,0,0,0.9996287822723389,0,0,0.9920457601547241,0,0,0.49995678663253784,0,0.49979206919670105,0.49995559453964233,0,0.49979206919670105,0.7142183950969151,0.14222455024719238,0.14278554916381836,0.8569969705172947,0,0.14278554916381836,0.9967944877488273,0,0,0.9995580656187875,0,0,0.8712095618247986,0.1238848939538002,0,0.9998994171619415,0,0,0.6984098298209054,0.14280142954417638,0.14271222693579538,0.6984128270830426,0.14280142954417638,0.13847142457962036,0.9998620947202047,0,0,0.9998679359753927,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601727,上海电气,,,2017/6/22,其他,1035,14.2,1,3.1024,3.0033,6.7628,1.2968,0.9871,231.6005,0.4122,0.4122,64.5232,27.5845,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
