股票代码,原文,标题,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,新闻来源备注,原文长度,情感分数,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2
300145,"中金环境13日晚间公告，公司全资子公司江苏金山环保科技有限公司于2017年11月与南京水务集团有限公司签订《污泥处置合作项目框架协议》，拟采用公司“太阳能低温复合膜无害化与资源化处理污泥及温室种植集成技术”处理南京水务所属污水厂产生的污泥。项目拟建设总规模为500吨/日（含水率为80%的污泥量），预计总投资为人民币8亿元。

",中金环境拟承接8亿元污泥处理项目,,,2017-11-13,上海证券报,,164,0.0,9.2217,8.0251,18.9068,1.0387,0.9143,111.8486,0.4443,0.4443,52.2116,51.7455,0
300068,"南都电源(300068)11月14日晚间公告,公司系“中国移动2017至2018年度铁塔以外基站用磷酸铁锂电池产品集中采购”的中标候选人之一,中标金额预估为2亿元。公司正积极跟踪研究5G基站建站模式,推出适应新建站模式的锂电新产品、新方案,满足5G基站在循环寿命、稳定性、运营维护成本等方面的更高要求,为公司未来5G通信锂电业务拓展开辟更广阔的空间。",南都电源：预中标2亿元中国移动采购项目 拓展5G通信锂电业务,,,2017-11-14,每日经济新闻,,175,4.6,4.9941,4.6033,4.7757,1.9315,1.1399,77.8999,0.8601,0.8601,43.4132,38.6655,4
300601,"　　中证网讯 康泰生物（300601）11月15日晚间发布公告称，全资子公司北京民海生物科技有限公司近日收到美国专利商标局颁发的发明专利证书。

    所获专利名称是一种 EV71 病毒样颗粒及其制备方法与应用。通过将 EV71 病毒的P1蛋白基因和3CD蛋白酶基因与PMV质粒连接后构建PMV-P1-3CD重组表达质粒，然后转入汉逊酵母 AU-0501 表达菌株，得到 AU-PMV-P1-3CD 重组表达菌株；将重组表达菌株发酵培养和甲醇诱导表达 EV71 病毒样颗粒蛋白，离心收集菌体进行高压均浆破碎，上清液经离子交换层析、疏水层析、分子筛层析等纯化后获得。",康泰生物全资子公司获美国专利证书,,,2017-11-15,中国证券报,,283,-1.0,12.577,10.8423,20.8549,1.2746,1.0417,106.4133,0.6093,0.6093,51.5535,55.2325,-2
603993,"洛阳钼业(603993)11月17日晚公告，公司香港全资子公司洛阳钼业控股有限公司(以下简称“洛钼控股”)与NCCL(New China Capital Legend Limited)就设立“NCCL自然资源投资基金”(以下简称“基金”)签订《关于合作设立“NCCL自然资源投资基金”之战略合作框架备忘录》。

根据备忘录，洛钼控股(或其指定的全资子公司)拟作为有限合伙人参与设立的以NCCL为普通合伙人的“NCCL自然资源投资基金”，主要从事境外自然资源及其产业链上下游等相关领域项目的并购；基金总规模为10亿美元，分两期募集与投资，每期5亿美元；洛钼控股认购金额占基金总规模的比例不超过45%即额合计不超过4.5亿美元，资金来源于其自有资金；基金存续期为3+2年。基金将紧紧围绕国家矿业战略，结合国家“一带一路”倡议，积极参与自然资源及产业链上下游等相关领域的投资并购。基金的投资项目将以IPO、并购为主要退出方式。

根据公告，NCCL成立于英属开曼群岛，注册资本为5万美元，为NewChinaCapitalInternationalManagementLimited(以下简称“NCCI”)100%控股的全资子公司。主要投资领域：专注于境外大型企业、新兴战略行业及自然资源领域私募股权投资。

公告表示，公司全资子公司参与设立上述基金，短期内对公司生产经营没有实质影响，长期将有助于公司成功并购优质项目，获取优质资源及其上下游产业链的优质标的，在加快公司业务发展的同时，获得一定的投资收益，为公司持续、快速、健康发展提供保障。

业内人士表示，洛阳钼业主要从事铜、钼、钨、钴等金属的采选、冶炼、深加工等业务。今年前三季度实现营收177.07亿元，同比增长406.47%；实现归母净利润为16.05亿元，同比增长174.98%。该公司主营金属前三年价格上涨是主要原因。该公司2016年底完成Tenke铜钴矿项目56%股权收购。该铜钴矿目前是全球规模最大的铜钴矿之一，矿区铜储量为471.81万吨，钴储量为56.90万吨。

从未来看，铜供需将大概率处于紧平衡或者紧缺状态，铜价上涨仍有支撑。而钴受下游需求增加，现货紧张等因素影响，钴价依旧坚挺。该公司有望持续受益。此次拟参与设立自然资源投资基金，有助于围绕上市公司既定的战略发展方向，开展投资、并购、整合等业务，提高和巩固公司行业地位；有助于上市公司积极参自然资源及产业链上下游等相关领域的投资并购，实现洛阳钼业的战略目标，为长远发展奠定基础。",洛阳钼业4.5亿美元参与设立“NCCL自然资源投资基金”,,,2017-11-17,其他,,1050,25.0,6.3443,6.0229,22.2676,2.8918,2.4693,136.09,0.26,0.26,53.076,60.088,25
002506,"协鑫集成（002506）11月24日晚公告，公司拟出资约10.50亿港元收购Haitong International New Energy VIII Limited （以下简称“HTNE”）公司持有的协鑫新能源控股有限公司（股票简称:协鑫新能源，股票代码:00451.HK）18.45亿股股票，及Sum Tai Holdings Limited（以下简称“STHL”）持有的协鑫新能源6500万股股票，合计占其全部已发行股份的10.01%。本次交易完成后，公司将成为协鑫新能源的第二大股东。公司将通过境外全资附属公司具体实施本次交易，公司全资子公司协鑫集成科技（香港）有限公司已与HTNE及STHL公司分别签署了购买股份之《框架协议》。

　　根据公告，协鑫新能源主要从事太阳能电站开发、建设、运营及管理。目前杰泰环球有限公司持有其62.28%，HINE持有其9.67%。截至2017年上半年末，协鑫新能源在中国的光伏电站数目从去年同期68个增加到128个，遍布全国26个省份，总装机量达约5079MW。今年上半年实现净利润5.50亿元。

　　公告表示，公司本次通过投资下游光伏电站业务，配合公司快速发展的EPC业务，能够为全球客户设计前沿最优化的智慧综合能源解决方案，为公司带来持续而稳定的收入及利润来源；同时，标的公司作为光伏制造的出海口，对于公司的技术路线也具有较好的引导作用。

　　业内人士表示，协鑫集成目前业务主要覆盖高效电池、差异化组件、系统集成、EPC、储能等相关产品的设计、研发、生产及销售。今年前三季度度实现营业收入30.31亿元，同比增长0.35%；实现归母净利润2439万元，同比下降76.87%。但第三季度单季实现营收30.31 亿元，同比增长13.37%，实现归母净利润0.24亿元，同比增长51.13%。该公司预计2017年度实现扭亏为盈。该公司利用集团全产业链背景及研发优势，积极开拓差异化路线，通过布局高效电池业务来实现产业的上下游一体化。随着高效电池的进一步布局，光伏产品整体竞争力将持续提升，提高整体毛利率。本次通过收购协鑫新能源10.01%股权，投资下游光伏电站业务，协鑫集成将发挥与目标公司的协同效应，在市场和渠道、产品和技术、生产和运营管理经验等方面优势互补、资源整合，良好的协同效应将进一步扩大上市公司在全球市场份额，有效提升经营业绩，有利于保障公司持续、健康、稳定发展。",协鑫集成：拟10.5亿港元收购协鑫新能源10.01%股权,,,2017-11-24,中国证券报,,1011,24.8,2.9387,2.9395,-0.2143,1.1922,1.1205,386.1033,0.7109,0.7109,79.3129,17.1057,25
300708,"11月23日晚间，聚灿光电科技股份有限公司(下简称“聚灿光电”或“公司”)发布公告，其与泰谷光电科技股份有限公司(以下简称“泰谷”)签订《战略合作协议》(以下简称“本协议”)。泰谷为台湾证券交易所上市公司，主营业务为氮化镓发光二极体磊晶片和晶粒。

　　根据协议，泰谷向本公司按月采购4”外延片，2018年上半年的月采购量4inch ≥1±0.2万片,下半年月采购量4inch ≥1.5±0.4万片, 2019年的月采购量4inch ≥2±0.4万片，但最终仍应依市场实况需求调整数量。双方合作期限为2年，从2018年1月1日到2019年12月31日。

　　聚灿光电表示，双方基于良好的信任，基于双方长远发展战略上的考虑，决定强强联合，共同携手，就LED外延片、芯片领域开展合作。本次合作的正常实施将有助于公司业务的拓展，有利于进一步扩大公司的规模和成本优势，提升公司的核心竞争力和行业影响力。

　　同日晚间，聚灿光电还公告称，公司全资子公司聚灿光电科技(宿迁)有限公司以下简称“聚灿宿迁”)拟与苏州净化工程安装有限公司、江苏苏净科技有限公司签署重大采购合同。据公告显示，聚灿宿迁拟分别以10,850,000元、126,350,000元向苏州净化与江苏苏净科技采购相关设备。

　　据公告显示，以上采购协议的签署为聚灿宿迁根据生产经营所需，购置设备或厂房基础设施，从长期来看，对公司扩大产能、降低运营成本、提升核心竞争力，具有积极影响。不过，由于建设周期长、且投资回报存在不确定性，短期内对公司业绩的影响较小。",聚灿光电与台LED厂泰谷光电签订战略合作协议,,,2017-11-24,其他,,657,19.0,10.7772,9.0054,20.0737,1.2658,1.0958,107.245,0.5027,0.5027,51.7479,49.1566,18
600567,"　　中国证券网讯 山鹰纸业11月30日晚间披露，为践行绿色发展战略，打造生态环保型企业，公司拟出资2亿元设立全资子公司山鹰环境资源有限公司（暂定名，以工商部门最终核准的名称为准）。

　　公司称，山鹰环境的设立将着眼于环境污染综合治理，环保新技术的研发、推广及应用以及生态产品供给等领域，为拓展公司业务新的增长点，践行绿色发展，打造生态型企业，迈出积极的一步。

　　公司同时披露，为满足公司战略发展的需求，公司拟出资5亿元设立全资子公司山鹰纸业（重庆）有限公司（暂定名，以工商部门最终核准的名称为准）。

　　公司表示，设立重庆山鹰，有利于增强生产能力，提高市场占有率，进一步提升公司行业影响力和综合竞争能力。本次投资为设立子公司，无需签订对外投资合同。由于该公司尚未开展具体业务，目前尚无法预测该项投资可能对公司未来财务状况和经营成果的影响。

　　公司还披露，为助力供给侧改革及制造业生态化升级，全资子公司浙江山鹰纸业有限公司与全资子公司环宇集团国际控股有限公司拟共同出资8.32亿元设立爱拓环保能源（浙江）有限公司（暂定名，以工商部门最终核准的名称为准）。

　　公司称，爱拓环保能源公司主要针对造纸废弃物进行无害化、资源化进行处置，并可协助解决市政污泥的无害化处理问题，以探索造纸产业的后端废物的资源化，实践绿色制造为目标，助力供给侧改革及制造业生态化升级。",山鹰纸业拟设环保公司和重庆子公司,,,2017-11-30,上海证券报,,584,12.0,11.7239,10.226,13.1167,0.7441,0.5553,159.0047,0.7437,0.7437,61.2141,65.9299,12
600737,"中粮糖业11月30日晚发布《中粮糖业签署委托经营管理协议的公告》，公告中称公司与黄智爱、覃江霞、覃飞签署关于合山市祥星制糖有限责任公司之《委托经营管理协议》，由公司委托管理合山市祥星制糖有限责任公司，期限一年，公司提供不超过1.6亿元资金以确保合山市祥星制糖有限责任公司在托管期间的正常生产经营。

截至2017年10月31日，祥星制糖总资产17394.47万元、净资产13007.84 万元；2017年1-10月营业收入14303.78万元、净利润765.25万元。",中粮糖业签署协议托管合山市祥星制糖公司,,,2017-12-01,其他,,234,0.0,7.7418,8.1669,5.221,1.2509,0.7547,136.383,1.0618,1.0618,57.2642,37.379,0
300336,"12月4日，新文化（300336）公告称，公司近日与PDAL公司及灵河文化传媒（上海）有限公司签订了《合作意向协议》，共同开发、拓展以电影IP及原创剧本为主的互联网视频网站内容。PDAL与灵河文化拟成立合作开发公司，由PDAL授权包括《食神》、《喜剧之王》在内的十套季度网剧，授权金额预计总计达到1.68亿。　　

　　灵河文化由著名网剧编剧白一骢创办于2016年，截至目前，灵河文化旗下编剧团队曾打造《鬼吹灯之精绝古城》（获2017腾讯星光大赏“年度网剧”）、《暗黑者第二季》、《少年神探狄仁杰》等热门网剧作品。　　

　　此次各方合作实现顶级资源优势互补，新文化较强的顶级项目把控和全渠道发行优势，PDAL独有的电影IP优势，及灵河文化网剧内容的制作优势。PDAL与灵河文化拟在签约后两年内制作及发行不少于十套季度网剧，每季十二集，其中包括了将由PDAL授权的《食神》《喜剧之王》在内的共计120集网剧产品。协议约定的季度网剧由灵河文化作为主体负责与网络平台签订销售协议，同时负责以上十套120集网剧项目的承制，授权金额预计总计1.68亿。新文化及其指定子公司负责本协议项下所有网剧的立项、联合发行和如符合电视台发行要求的报批事项，其中包括各项目在电视平台及海外市场的发行。　　

　　新文化表示，本次协议的签订后，公司在内容制作策略上将更进一步向开发具有网感的影视项目转型；在内容制作水准上，将进一步巩固公司持续运营顶级作品的能力。公司通过此次PDAL与灵河文化的持续合作将深化与著名网剧编剧白一骢的业务合作，继续整合优质顶级内容团队，持续开发基于优秀IP的影视内容等多元文化消费产品，打通互联网生态各环节中的用户流量，丰富变现手段，增厚公司业绩，有利于公司可持续发展。

",新文化携手灵河文化加速开发网生内容,,,2017-12-04,中国证券报,,740,28.6,7.34,,23.77,4.21,3.48,,0.26,,41.23,42.28,26
300065,海兰信(300065)12月5日晚公告，公司与全球领先卫星通信及网络服务运营商SpeedCast和Cobham签署战略合作协议，三方将围绕船舶智能通信建立战略合作伙伴关系。海兰信协助提供“Hi-Cloud”船舶远程信息服务系统，为实现智能驾驶提供决策支撑；SpeedCast为海兰信提供全球卫星链路以及相关软件支持；Cobham协助海兰信扩展其硬件设备并提供全球网络服务技术支持。,海兰信：与全球领先卫星通信服务商达成战略合作,,,2017-12-05,其他,,190,9.0,9.6622,8.7803,23.5638,3.75,3.3406,40.9714,0.4004,0.4004,22.619,31.0714,7
300708,"    中证网讯 聚灿光电（300708）12月5日晚间公告，公司与维易科精密仪器国际贸易(上海)有限公司(Veeco Instruments (Shanghai) Co.,Ltd.，以下简称“上海维易科”)签署了两份重大采购合同。公司向上海维易科购置一批金属有机物化学气相标准沉积设备(型号：EPIK868 C4)，两份合同总额：6,972万美元，均采用分批交货、分期付款的方式。
    公司称，上述合同的实施对公司 2017 年度经营业绩不产生影响，但随着此批金属有机物化学气相标准沉积设备的投入生产使用，公司新增产能会逐渐释放，预计将对公司以后年度的经营业绩产生积极作用。",聚灿光电6972万美元购置一批设备,,,2017-12-05,中国证券报,,290,0.0,10.7772,9.0054,20.0737,1.2658,1.0958,107.245,0.5027,0.5027,51.7479,49.1566,0
300075,"　　中证网讯 数字政通（300075）12月5日晚间公告，公司近日收到中标福建省宁德市网格化服务管理信息平台和宁德市政务云计算中心PPP项目的中标通知书。中标金额为9,093万元，项目建设期为10个月，运营期为10年。
　　宁德市网格化服务管理信息平台是宁德市智慧城市建设的重要基础和核心平台，其建设目标是:在对已有信息系统和数据进行物理聚合的基础上，运用移动互联网、大数据等新一代信息技术、整合各类电子政务信息系统资源，站在将“数据”作为政府一项重要资产、作为“数字宁德”新型基础设施资源的高度上，实现对信息资源的有效整合和开发利用。
　　公司称，此次宁德项目中标，进一步证明了数字政通在智慧城市建设领域的综合实力及技术水平，项目对增厚公司本年度的经营业绩也具有积极的意义。",数字政通中标9093万元PPP项目,,,2017-12-05,中国证券报,,338,6.8,7.5644,6.6875,16.7836,2.1931,2.0044,49.3222,0.4444,0.4444,32.8717,29.5107,7
300266,兴源环境12月6日晚公告，公司与水美环保、成都院组成的联合体为《南平市乡镇污水处理PPP项目》的预中标社会资本方，项目总投资约9.6亿元。若公司能够签订正式项目合同并顺利实施，将对公司未来经营业绩产生积极影响。,兴源环境：联合预中标南平市污水处理PPP项目 金额9.6亿元,,,2017-12-06,新浪财经,,105,3.0,6.0933,4.9846,13.0566,1.4714,0.5866,147.3188,0.391,0.391,58.6155,30.0607,2
600567,"　　中国证券网讯 山鹰纸业12月20日晚间披露，公司当日签订《股权转让协议》，公司以现金方式收购自然人陈加育持有的福建省联盛纸业有限责任公司100%股权，收购总价19亿元。本次收购完成后，联盛纸业将成为公司的全资子公司。
　　联盛纸业是一家以废纸为主要原材料，生产高强度瓦楞纸和牛皮箱板纸为主的包装纸造纸生产企业，地处我国最大、最具有增长潜力的纸及纸板消费市场之一的华东地区。该地区城市密集，经济发达，商贸繁荣，人民生活水平较高，对包装纸板的需求量相对较高且不断增长。同时，该地区纸板消费量大，产生的废纸量也较多，为联盛纸业提供了广阔的产品市场和充足的原材料（废纸）供应。联盛纸业现有四条生产线，技改完成后年产能将达到105万吨，业务范围已覆盖东南沿海、长三角、珠三角及中部等地。
　　公司称，经过多年发展，联盛纸业已形成较为完善的采购、生产和销售服务体系，具有较为稳定的销售区域和客户资源，在市场上拥有一定的品牌知名度。本次收购完成后，公司在现有安徽马鞍山、浙江嘉兴海盐和湖北荆州公安（建设中）三大造纸生产基地之上，新增福建地区包装纸造纸生产基地，进一步扩大了国内区域布局，有利于提升公司主营业务的协同效应，进一步强化公司的主营业务优势，提升市场占有率，提高公司盈利能力和综合竞争实力。",山鹰纸业拟19亿元收购联盛纸业,,,2017-12-20,上海证券报,,544,17.6,11.7239,10.226,13.1167,0.7441,0.5553,159.0047,0.7437,0.7437,61.2141,65.9299,18
300262,"巴安水务2日晚间公告，公司、全资子公司江苏巴安建设工程有限公司组成的联合体预中标沁阳市城市路网建设提升改造PPP项目，总投资额116,165.00万元。",巴安水务联合预中标11.62亿元PPP项目,,,2018-01-02,上海证券报,,76,3.0,4.7773,4.3624,13.8533,1.3975,1.0454,131.9581,0.2253,0.2253,56.8191,56.2597,2
300108,"　　中证网讯 吉药控股（300108）1月3日晚间公告，公司全资子公司吉林金宝药业股份有限公司（以下简称“金宝药业”）于近日收到政府扶持企业奖励资金3,000 万元。

　　公司称，上述政府补助直接计入当期损益，预计将会增加本年度利润 3,000 万元。",吉药控股全资子公司获得政府补助3000万元,,,2018-01-03,中国证券报,,127,2.0,8.3748,6.9095,16.7441,0.998,0.7061,117.9604,0.2353,0.2353,53.6661,63.4981,2
601186,"智通财经APP讯，中国铁建(01186)公布，近日，公司下属中铁十八局集团与盈创投资组成的联合体，中标伊犁州塔城地区S343线、S225线及农村公路包PPP项目。项目投资估算总额39.7亿元，项目建设期暂定3年，S343线、S225线公路的运营期15年，农村公路的运营期8年。

项目采用BOT(建设、运营、移交)模式，政府方与社会资本方共同组建项目公司，由项目公司负责本项目的建设、运营、维护等工作内容。项目采用政府付费回报机制。中铁十八局集团承担全部施工任务。

项目资本金为总投资额的20%，约7.9465亿元，由政府方和社会资本方按照20%：80%的比例出资，即政府资本出资1.5893亿元;社会资本方出资6.3572亿元，其中十八局出资1589万元，占资本金的2%。项目资本金以外的资金约31.7859亿元，项目公司通过贷款解决。",中国铁建(01186)：联合体中标伊犁39.7亿元的PPP项目,,,2018-01-05,智通财经,,370,4.0,3.2921,3.1207,3.4682,1.0886,0.8209,418.1153,0.8393,0.8393,77.4064,29.1383,4
002559,"　　并购后遗症再添新案例。亚威股份今日公告，公司于近日办理业绩承诺补偿股份回购注销的过程中发现，公司股东朱正强、宋美玉所持公司股份被司法冻结，致使公司无法办理应补偿股份的回购注销。上述股东正积极协商后续处理方案以尽快解除股份冻结状态，公司将严格执行并购时的各项协议，必要时不排除寻求法律途径解决。

　　据公告，朱正强持有公司股份363.82万股，占比0.98%；宋美玉持股257.12万股，占比0.69%，均为首发后限售股。因法律纠纷，2人所持公司股份均被无锡市湖区人民法院于2017年12月20日司法冻结，解冻时间为2020年12月19日。

　　回溯公告，公司2014年12月17日公告，拟以20.02元/股合计发行不超过527.24万股并支付现金3420.76万元，合计作价1.4亿元，向朱正强、宋美玉、华创赢达、平衡基金、汇众投资等购买其持有的创科源94.52%股权。根据朱正强、宋美玉、汇众投资等承诺，创科源2015年、2016年、2017年实现的经审计的税后净利润分别不低于1500万元、1800万元、2200万元。

　　2016年10月19日，公司披露，创科源2015年度实现的经审计的税后净利润为1060.12万元，较补偿方承诺的1500万元少了439.88万元。为此，朱正强、宋美玉、汇众投资应补偿股份分别为588955股、416258股、125002股，合计113.02万股。根据业绩承诺补偿约定，公司以1元总价回购上述113.02万股，并予以注销。

　　之后，亚威股份于2017年3月24日披露了科创源二度未完成业绩承诺公告。据披露，科创源2016年经审计的税后净利润为1446.31万元，较承诺的1800万元少了353.69万元。根据业绩承诺补偿约定，朱正强、宋美玉、汇众投资应补偿的股份分别为473549股、334692股、100508股，合计90.87万股。

　　公司表示，朱正强、宋美玉等人所持股份被冻结将导致公司暂时无法实施对其应补偿股份的回购注销。目前，两人正在与法律纠纷对方积极协商后续处理方案，以期尽快解除股份冻结状态，顺利完成应补偿股份的回购注销。公司将严格执行创科源交易事项的各项已签订协议，必要时不排除寻求法律途径解决。",两股东持股被冻结 亚威股份补偿股份回购注销“爽约”,,,2018-01-13,上海证券报,,936,-5.0,5.2237,5.1406,8.4561,2.3561,1.6646,43.9178,0.6521,0.6521,30.1434,35.1086,-3
002249,"    中证网讯 大洋电机(002249)1月17日午间发布公告称，公司以新能源汽车动力总成研发应用为契机，在 2016 年投资巴拉德动力系统公司后开始逐步实施氢能产业资源整合，对氢能未来的发展前景特别是在新能源汽车动力电池系统和储能的应用充满信心及期待。为寻求解决氢能储运瓶颈方式，促进氢能利用走向实用化、规模化，加快氢燃料电池的推广应用，同时完善公司在氢燃料电池产业链的战略布局，公司决定与全球氢气储运技术领导者之一的 Hydrogenious Technologies GmbH（简称“HT 公司”）签署《投资协议》，以增资及认购可转债的方式合计出资 650.38 万欧元参股 HT 公司。本次投资后，如可转债全额转股，公司将累计持有 HT 公司 10.20%的股权。
    据悉， HT 公司为液体有机氢载体（LOHC）储氢的全球技术领导者。LOHC 可以在一定条件下与氢气发生加氢反应，生成液态的氢化 物，在需要氢气时经过脱氢反应可重新释放出氢气。HT 公司研发的 LOHC 技术所使用的氢气存储介质材料和生成的液态储氢中间体都不具有爆炸性且非易燃，在欧盟和美国被界定为非危险化学品，可常规运输；该种介质材料能够实现较高的储氢量（最高达 6.23wt%），在常温常压条件下为液体，可高效运输方便存储，有利于显著降低氢气储运成本。目前 HT 公司关于 LOHC 技术的储存系统（Storage BOX）以及释放系统（Release BOX）的示范装置已在德国运行，并在美国开展项目调试。",大洋电机出资650.38万欧元参股HT公司 布局氢能设备市场,,,2018-01-17,中国证券报,,648,11.6,-14.1427,-15.359,-29.6335,1.5434,1.1804,124.6439,0.5462,0.5462,54.1033,41.5102,9
603979,金诚信18日晚间公告，全资子公司金诚信矿业建设赞比亚有限公司成为中色卢安夏铜业有限公司巴鲁巴矿复产采矿工程中标单位，中标金额预估约为5500万美元。,金诚信中标海外采矿工程项目,,,2018-01-18,中国证券报,,74,1.0,7.4933,7.1117,12.0466,2.9589,2.5191,54.2786,0.5216,0.5216,35.0684,26.6035,1
300118,"东方日升（300118）1月23日晚间公告，公司与山西省芮城县人民政府（以下简称“芮城”）于2018年1月22日签署了《投资框架协议》（以下简称“框架协议”、“协议”）。公司拟在芮城辖区内投资2亿元建设年产3万吨PPE改性及制品（光伏组件）生产线（以下简称“项目”），项目占地约100亩。双方本着“友好合作，互惠互利，诚实守信，共同发展”的原则，经友好协商，就项目推进事宜达成相关约定。
    公司称，若本框架协议后续顺利实施，将推进公司“新能源、新材料”的两新发展战略的布局及实施，延伸公司的产业链，扩大公司新能源、新材料产品在全球的市场份额及品牌影响力，对公司的业绩具有一定的积极影响，符合公司的发展需要和长远规划。",东方日升与芮城签署《投资框架协议》 拟投资2亿元建设生产线,,,2018-01-23,中国证券报,,311,13.0,2.1472,2.0174,2.8178,1.016,0.8843,139.6642,0.5526,0.5526,55.2594,51.2388,12
000797,"中国武夷1月26日午间公告称，1 月 25 日接到乌干达国家道路局关于 Buhimba- Nalweyo- Bulamagi and Bulamagi- Igayaza- Kakumiro 道路设计和施工升级改造项目的中标通知书，项目金额约为 1.385 亿美元，折合约 8.75 亿元。该项目位于乌干达共和国西北部，中国武夷负责上述公路工程项目的设计和施工。

　　中国武夷表示，项目预计实现利润总额 4500 万元，对公司 2018 年度财务状况和经营成果不会造成重大影响。",中国武夷承接乌干达国际工程,,,2018-01-26,上海证券报,,239,1.0,3.9673,3.9036,13.2302,1.9401,0.5896,177.2893,0.3131,0.3131,63.0874,9.9571,1
002624,"完美世界28日晚间公告，1月28日，公司全资子公司完美世界影院管理有限责任公司与公司控股股东完美世界控股《股权暨债权转让协议》，完美影管拟向完美世界控股转让完美世界院线有限公司、北京时代今典影视文化有限公司、北京完美世界电影放映有限公司100%股权以及上述公司及其控制的下属公司持有的净债权，股权转让对价为人民币94,376.57万元，债权转让对价为人民币54,455.53万元，转让价款共计人民币148,832.10万元。1月28日，公司子公司石河子市君毅云扬股权投资有限合伙企业、完美影城与完美世界控股签署《股权转让协议》，君毅云扬拟向完美世界控股转让其持有的温岭市新时代乐购影城有限责任公司99%股权，转让价款为人民币17,659.17万元。完美影城持有标的公司其余1%股权。本次交易对价共计人民币166,491.27万元。该项交易不会对2017年业绩预测产生重大影响，2017年度归属于上市公司股东的净利润变动区间仍为人民币14亿元至16亿元。",完美世界16.65亿向控股股东出售资产,,,2018-01-28,上海证券报,,426,11.0,12.8299,13.0734,23.5541,2.7499,2.2037,79.0291,0.4934,0.4934,41.7403,32.5129,10
002153,"    中证网讯 石基信息（002153）2月8日午间公告，公司、公司全资子公司石基（香港）有限公司（以下简称“石基（香港）”）于2018年2月7日与阿里投资关联方ALIBABA SJ INVESTMENT LIMITED（以下简称“阿里SJ投资”）签署《股份购买协议》，将公司主要零售信息系统板块重组方案重组整合完成的石基零售38%的股权以4.86亿美元的价格转让给阿里SJ投资和/或其关联方。
    2015年12月18日，淘宝（中国）软件有限公司（以下简称“淘宝（中国）”）通过完成认购公司非公开发行股票46,476,251股成为持有公司13.07%股份的公司第二大股东，阿里SJ投资与淘宝（中国）均受同一控制人Alibaba Group Holding Limited（以下简称“阿里集团”）控制，阿里SJ投资为公司的关联法人，本次交易构成关联交易。
    公司称本次关联交易的发生有利于交易各方优势互补，发挥协同效应，同时将加速公司零售业务板块的资源整合，将进一步夯实公司主营业务的发展基础，帮助公司利用已有的在零售业的多年布局所形成的客户和市场优势较快地建立公司在新一代零售信息系统业务中的领导地位。本次交易符合公司长期以来的发展战略，公司目前正处于从大消费行业软件供应商向大消费行业应用平台运营商转型的关键时期，平台化和国际化是公司此次转型所采取的基本策略，本次交易的成功无论从业务技术协同到财务支持规模都将有利于公司平台化和国际化的目标的实现。","石基信息拟4.86亿美元转让石基零售38%股权
",,,2018-02-08,中国证券报,,632,7.6,5.4205,4.5088,19.4341,5.3728,5.1162,16.0778,0.3641,0.3641,13.0613,31.9351,8
300021,"大禹节水今日午间发布公告称，公司与云南省大理州弥渡县人民政府签署的《战略合作框架协议》，双方拟针对大理州弥渡县15万亩农业高效节水项目以PPP模式展开合作，初步核定合作项目3亿元人民币。

　　公司表示，本次签署的《框架协议》涉及的投资方向、合作模式符合公司的经营发展方向和公司“三农三水”的战略投向，未来具体项目的有效实施有利于公司主营业务不断持续向好发展，可对公司“大禹研发”、“大禹资本”、“大禹制造”和 “大禹工程”等八大业务板块具有协同效应，对公司经营发展起到积极作用。",大禹节水签署3亿合作项目框架协议,,,2018-03-13,上海证券报,,240,9.0,6.1809,5.4788,9.2108,1.3536,1.0697,157.1533,0.5254,0.5254,59.3344,30.5837,8
002717,"岭南股份今日午间发布公告称，3月13日，根据东莞市公共资源交易中心网站发布的石马河支流清溪水流域水环境综合治理工程设计施工总承包项目中标公示，公司的控股子公司北京市新港永豪水务工程有限公司与深圳市水务规划设计院有限公司作为联合体为上述项目的预中标单位，总投资额约为69303.17万元。

　　公司表示，上述项目预中标总额占公司2016年度经审计营业收入的26.99 %，系公司大力拓展水务水环境业务的重要举措。如上述项目能够顺利实施，预计对公司未来的经营业绩产生较为积极的影响。",岭南股份子公司联合预中标7亿元项目,,,2018-03-14,上海证券报,,240,3.0,8.0848,6.738,10.4309,1.0537,0.555,260.9502,0.6476,0.6476,71.7428,33.267,2
